Product,Region,Sales,Profit,City
Laptop,North,2838,803,Patan
Smartwatch,North,3742,861,Patan
Smartwatch,North,2824,226,Patan
Desktop,East,4042,168,Patan
Desktop,Central,4855,121,Ahemdabad
Tablet,West,4881,242,Mumbai
Smartwatch,Central,791,620,Kutch
Tablet,East,3542,714,Bhopal
Smartphone,West,4425,368,Pune
Smartphone,North,4263,484,Gandhinagar
Headphones,West,2850,69,Patan
Laptop,South,2421,590,Patan
Laptop,North,4322,850,Patan
Smartwatch,North,2435,641,Patan
Tablet,North,1488,133,Ahemdabad
Laptop,East,2532,128,Mumbai
Desktop,West,2234,166,Kutch
Desktop,South,4205,513,Bhopal
Smartwatch,North,738,51,Pune
Tablet,North,2493,639,Gandhinagar
Headphones,North,4813,833,Amreli
Desktop,East,769,388,Rajkot
Laptop,North,1642,727,Mumbai
Smartphone,South,2668,465,Kutch
Tablet,North,1805,638,Patan
Headphones,West,3917,257,Patan
Laptop,West,4887,606,Patan
Smartphone,South,1143,803,Patan
Tablet,East,3614,411,Ahemdabad
Headphones,Central,4456,171,Mumbai
Laptop,South,4647,819,Kutch
Desktop,North,871,412,Bhopal
Smartwatch,Central,2681,109,Pune
Headphones,South,1532,348,Gandhinagar
Smartphone,North,1860,560,Amreli
Smartwatch,West,3086,581,Rajkot
Headphones,North,4645,89,Noida
Smartwatch,Central,4949,575,Gandhinagar
Laptop,South,1696,954,Rajkot
Desktop,North,3252,476,Gandhinagar
Smartwatch,East,4021,429,Rajkot
Smartwatch,South,4179,850,Pune
Tablet,North,2160,310,Amreli
Tablet,West,3561,265,Ahemdabad
Smartwatch,Central,3908,476,Pune
Headphones,East,511,348,Amreli
Desktop,South,3099,119,Gandhinagar
Tablet,East,3035,423,Noida
Desktop,South,1148,865,Pune
Desktop,Central,3507,883,Patan
Smartphone,East,3955,491,Ahemdabad
Laptop,Central,4129,799,Amreli
Tablet,Central,2863,462,Mumbai
Tablet,North,1336,734,Delhi
Headphones,East,1230,278,Bangalore
Laptop,West,3954,556,Hyderabad
Headphones,Central,607,937,Chennai
Smartwatch,Central,3843,244,Pune
Smartwatch,West,1504,663,Amreli
Smartwatch,South,3829,857,Gandhinagar
Laptop,West,1191,136,Noida
Smartphone,North,4170,473,Pune
Smartphone,East,1405,265,Patan
Laptop,East,3549,989,Ahemdabad
Tablet,West,1339,859,Patan
Desktop,Central,1629,65,Patan
Smartwatch,East,1075,617,Patan
Headphones,South,978,61,Patan
Smartphone,Central,3361,970,Ahemdabad
Desktop,South,1444,402,Mumbai
Tablet,West,4963,308,Kutch
Headphones,North,4166,453,Bhopal
Laptop,East,2896,385,Pune
Desktop,North,4358,744,Gandhinagar
Tablet,South,4000,158,Mumbai
Smartphone,East,4747,759,Delhi
Headphones,South,4241,215,Bangalore
Tablet,East,3997,119,Hyderabad
Smartwatch,East,4906,322,Chennai
Laptop,East,3060,951,Delhi
Headphones,West,1507,289,Bangalore
Headphones,East,3906,421,Hyderabad
Smartwatch,Central,3937,213,Chennai
Smartwatch,East,2934,967,Pune
Laptop,South,1312,555,Amreli
Desktop,North,3571,781,Gandhinagar
Desktop,East,1217,890,Noida
Laptop,Central,4740,744,Pune
Desktop,South,592,869,Patan
Laptop,South,4742,474,Ahemdabad
Smartwatch,South,847,781,Mumbai
Desktop,South,3539,110,Delhi
Laptop,South,2612,376,Bangalore
Smartwatch,North,1770,739,Hyderabad
Smartwatch,South,785,836,Chennai
Tablet,Central,1081,286,Pune
Desktop,East,3338,664,Amreli
Headphones,East,890,266,Gandhinagar
Desktop,East,4714,274,Noida
Laptop,East,4856,293,Pune
Laptop,South,728,266,Patan
Headphones,West,3647,233,Ahemdabad
Desktop,East,2343,159,Pune
Laptop,Central,4821,897,Amreli
Desktop,West,3610,609,Gandhinagar
Smartwatch,South,1596,147,Noida
Smartwatch,Central,4104,418,Pune
Smartphone,Central,1092,652,Patan
Laptop,Central,2845,801,Ahemdabad
Smartwatch,North,3523,482,Pune
Desktop,Central,1683,154,Amreli
Smartphone,East,2720,557,Gandhinagar
Laptop,East,3116,332,Noida
Tablet,South,2412,191,Pune
Smartphone,North,4190,504,Patan
Smartphone,West,2750,309,Ahemdabad
Smartphone,Central,4198,736,Chennai
Smartphone,West,4288,899,Pune
Smartwatch,South,2319,522,Amreli
Smartwatch,West,2284,500,Gandhinagar
Smartphone,Central,4002,946,Noida
Tablet,Central,4357,826,Pune
Tablet,East,4050,614,Patan
Headphones,North,4558,928,Ahemdabad
Tablet,West,723,347,Mumbai
Tablet,South,1599,750,Delhi
Headphones,Central,1554,854,Bangalore
Desktop,East,3051,124,Hyderabad
Desktop,North,2930,295,Chennai
Headphones,North,1032,314,Mumbai
Smartphone,Central,2841,865,Kutch
Tablet,West,2176,86,Patan
Smartphone,East,1310,149,Patan
Desktop,East,1269,870,Patan
Desktop,West,1577,274,Patan
Desktop,South,2350,163,Ahemdabad
Tablet,West,3219,729,Mumbai
Tablet,West,2417,209,Kutch
Laptop,South,2200,362,Bhopal
Smartphone,East,2490,997,Pune
Smartwatch,South,2529,213,Gandhinagar
Laptop,North,2472,471,Amreli
Desktop,East,4277,595,Rajkot
Tablet,Central,1907,237,Noida
Tablet,West,3540,805,Gandhinagar
Desktop,East,3299,509,Rajkot
Headphones,East,2035,553,Gandhinagar
Tablet,West,3631,370,Rajkot
Smartwatch,North,2518,137,Pune
Tablet,North,1139,139,Amreli
Tablet,South,1710,966,Ahemdabad
Tablet,Central,750,313,Pune
Laptop,North,2593,151,Amreli
Laptop,West,4357,425,Gandhinagar
Headphones,West,3490,220,Noida
Desktop,North,2836,241,Pune
Smartwatch,East,1668,183,Patan
Headphones,Central,3778,919,Ahemdabad
Headphones,South,2827,330,Amreli
Smartphone,West,2049,254,Mumbai
Laptop,South,3713,595,Delhi
Smartphone,North,2481,680,Bangalore
Laptop,South,2155,368,Hyderabad
Smartphone,West,3834,197,Chennai
Smartwatch,Central,4761,787,Pune
Laptop,South,3323,163,Amreli
Desktop,East,3847,342,Gandhinagar
Headphones,West,3022,348,Noida
Tablet,West,1419,355,Pune
Laptop,Central,2303,826,Patan
Desktop,East,3672,117,Ahemdabad
Smartphone,South,4762,621,Patan
Headphones,North,619,126,Patan
Headphones,North,2702,84,Patan
Smartphone,South,4098,449,Patan
Tablet,Central,4325,131,Ahemdabad
Laptop,West,2088,417,Mumbai
Headphones,Central,3761,749,Kutch
Smartphone,East,1636,302,Bhopal
Headphones,West,3585,979,Pune
Desktop,North,1048,987,Gandhinagar
Tablet,East,4116,188,Patan
Desktop,Central,4079,94,Patan
Tablet,Central,826,372,Patan
Desktop,West,1532,328,Patan
Smartwatch,West,4479,948,Ahemdabad
Laptop,North,3276,688,Mumbai
Smartphone,North,4737,710,Kutch
Laptop,Central,3126,616,Bhopal
Smartphone,North,797,940,Pune
Smartphone,East,600,884,Gandhinagar
Laptop,West,814,161,Amreli
Headphones,West,4375,270,Rajkot
Tablet,East,1245,428,Mumbai
Laptop,East,3809,935,Kutch
Tablet,West,2985,570,Patan
Smartwatch,North,2778,987,Patan
Desktop,West,3567,156,Patan
Smartwatch,West,3579,245,Patan
Desktop,West,2762,823,Ahemdabad
Smartwatch,South,4126,112,Mumbai
Smartwatch,North,2866,870,Kutch
Smartphone,North,3818,768,Bhopal
Smartphone,East,1338,888,Pune
Laptop,North,1946,326,Gandhinagar
Tablet,South,3832,78,Amreli
Laptop,South,2512,691,Rajkot
Headphones,West,4850,514,Noida
Headphones,North,2170,278,Gandhinagar
Tablet,North,2012,422,Rajkot
Tablet,East,3916,219,Gandhinagar
Smartphone,East,2192,442,Rajkot
Smartphone,West,916,586,Pune
Smartwatch,Central,3920,991,Amreli
Desktop,South,4864,543,Ahemdabad
Smartwatch,Central,2152,251,Pune
Desktop,Central,1743,776,Amreli
Desktop,South,2026,554,Gandhinagar
Smartphone,South,2479,816,Noida
Desktop,Central,2724,286,Pune
Desktop,Central,2823,156,Patan
Desktop,Central,3320,138,Ahemdabad
Laptop,Central,4413,178,Amreli
Desktop,North,3399,957,Mumbai
Smartphone,North,2965,501,Delhi
Desktop,West,4475,282,Bangalore
Desktop,West,695,379,Hyderabad
Smartphone,South,4086,434,Chennai
Smartwatch,South,3861,836,Pune
Desktop,North,4291,73,Amreli
Headphones,East,1475,749,Gandhinagar
Smartphone,East,3817,648,Noida
Laptop,West,4005,290,Pune
Smartwatch,East,2260,510,Patan
Tablet,West,1890,785,Ahemdabad
Laptop,Central,4672,332,Patan
Laptop,West,3189,878,Patan
Smartwatch,Central,3530,792,Patan
Desktop,South,3494,582,Patan
Tablet,West,4987,512,Ahemdabad
Smartwatch,Central,2902,999,Mumbai
Desktop,North,3423,208,Kutch
Desktop,Central,1214,575,Bhopal
Smartwatch,West,4708,206,Pune
Smartphone,West,2226,68,Gandhinagar
Smartwatch,Central,504,318,Mumbai
Laptop,East,989,730,Delhi
Desktop,South,3591,608,Bangalore
Headphones,East,1442,941,Hyderabad
Headphones,East,4681,495,Chennai
Tablet,South,1326,263,Delhi
Headphones,South,1953,59,Bangalore
Laptop,North,1932,294,Hyderabad
Laptop,South,2019,428,Chennai
Laptop,East,519,953,Pune
Desktop,Central,684,484,Amreli
Smartphone,Central,2657,423,Gandhinagar
Laptop,North,3860,88,Noida
Tablet,East,3050,868,Pune
Headphones,South,1778,527,Patan
Smartphone,East,1806,433,Ahemdabad
Tablet,South,3145,53,Mumbai
Laptop,North,3379,278,Delhi
Tablet,North,4690,690,Bangalore
Smartwatch,West,2745,650,Hyderabad
Tablet,North,826,88,Chennai
Headphones,North,4059,875,Pune
Tablet,South,991,510,Amreli
Smartphone,South,4516,265,Gandhinagar
Tablet,South,5000,494,Noida
Tablet,West,2994,116,Pune
Desktop,East,1863,435,Patan
Tablet,West,4061,265,Ahemdabad
Headphones,South,871,500,Pune
Headphones,West,2019,80,Amreli
Smartphone,South,738,670,Gandhinagar
Tablet,Central,3202,687,Noida
Smartwatch,Central,4632,537,Pune
Headphones,Central,4703,377,Patan
Tablet,East,3694,635,Ahemdabad
Smartphone,East,963,267,Pune
Smartwatch,South,3112,234,Amreli
Desktop,Central,1744,192,Gandhinagar
Tablet,Central,2351,52,Noida
Tablet,Central,1329,496,Pune
Smartphone,West,2509,519,Patan
Smartwatch,West,4346,304,Ahemdabad
Headphones,North,3592,360,Amreli
Laptop,East,3848,626,Gandhinagar
Desktop,West,3093,385,Noida
Desktop,North,1958,727,Pune
Smartphone,South,2180,216,Patan
Smartwatch,South,734,928,Ahemdabad
Smartphone,East,1787,895,Patan
Smartwatch,South,1812,939,Patan
Laptop,West,2183,672,Patan
Smartwatch,West,1768,706,Patan
Smartwatch,South,2938,300,Ahemdabad
Smartwatch,East,980,878,Mumbai
Smartwatch,East,3446,133,Kutch
Smartphone,East,3613,999,Bhopal
Headphones,West,1344,915,Pune
Headphones,West,4993,966,Gandhinagar
Headphones,Central,2869,192,Patan
Tablet,East,3935,79,Patan
Headphones,Central,3809,626,Patan
Tablet,East,3867,93,Patan
Tablet,Central,2238,640,Ahemdabad
Smartwatch,North,2977,95,Mumbai
Desktop,West,1030,189,Kutch
Tablet,West,4601,364,Bhopal
Laptop,East,2688,656,Pune
Smartphone,West,522,724,Gandhinagar
Desktop,West,4273,143,Amreli
Laptop,West,1500,68,Rajkot
Desktop,West,2015,122,Mumbai
Tablet,East,951,355,Kutch
Desktop,North,3282,677,Patan
Headphones,East,2955,154,Patan
Headphones,North,2190,800,Patan
Headphones,Central,3696,644,Patan
Smartwatch,North,2004,842,Ahemdabad
Smartwatch,West,4837,851,Mumbai
Desktop,North,3756,700,Kutch
Tablet,South,1791,164,Bhopal
Headphones,North,3545,237,Pune
Headphones,West,4886,410,Gandhinagar
Laptop,Central,4850,247,Amreli
Desktop,North,1288,711,Rajkot
Desktop,West,2597,912,Noida
Tablet,North,4796,256,Gandhinagar
Smartphone,Central,3038,468,Rajkot
Smartphone,East,4264,632,Gandhinagar
Laptop,North,508,515,Rajkot
Tablet,North,2808,215,Pune
Tablet,North,532,805,Amreli
Laptop,Central,4491,170,Ahemdabad
Headphones,Central,2312,859,Pune
Smartphone,East,896,500,Amreli
Tablet,West,1006,964,Gandhinagar
Smartphone,South,796,776,Noida
Laptop,West,4166,394,Pune
Smartphone,South,2194,179,Patan
Tablet,Central,2213,845,Ahemdabad
Tablet,Central,2699,309,Amreli
Headphones,South,3853,646,Mumbai
Tablet,South,4620,258,Delhi
Smartwatch,West,2016,138,Bangalore
Smartphone,North,3145,105,Hyderabad
Smartphone,South,4323,844,Chennai
Laptop,West,2671,650,Pune
Laptop,Central,2485,793,Amreli
Smartwatch,South,1555,827,Gandhinagar
Laptop,West,3100,425,Noida
Tablet,East,1264,877,Pune
Smartphone,West,2282,644,Patan
Laptop,South,3430,639,Ahemdabad
Smartphone,West,1300,182,Patan
Headphones,West,2405,656,Patan
Headphones,Central,1615,274,Patan
Laptop,Central,3472,585,Patan
Tablet,West,3893,413,Ahemdabad
Smartphone,Central,1602,773,Mumbai
Headphones,South,1439,920,Kutch
Laptop,West,4452,350,Bhopal
Laptop,West,865,934,Pune
Desktop,East,4628,836,Gandhinagar
Desktop,South,1652,948,Mumbai
Smartwatch,North,784,532,Delhi
Laptop,West,563,979,Bangalore
Smartwatch,East,1814,821,Hyderabad
Desktop,Central,4685,269,Chennai
Laptop,North,3676,491,Delhi
Desktop,Central,4200,155,Bangalore
Headphones,West,2588,305,Hyderabad
Smartwatch,North,3145,212,Chennai
Laptop,East,2041,693,Pune
Tablet,Central,1950,264,Amreli
Desktop,Central,4112,379,Gandhinagar
Smartwatch,South,1431,200,Noida
Smartphone,West,2466,714,Pune
Headphones,East,1402,136,Patan
Smartwatch,West,2996,838,Ahemdabad
Laptop,Central,2136,885,Mumbai
Smartphone,South,677,287,Delhi
Smartphone,West,2102,303,Bangalore
Tablet,South,2416,856,Hyderabad
Tablet,East,1162,734,Chennai
Smartphone,East,1423,330,Pune
Desktop,East,1106,529,Amreli
Desktop,North,3084,279,Gandhinagar
Desktop,North,2724,721,Noida
Tablet,South,2166,720,Pune
Desktop,Central,1966,368,Patan
Desktop,South,4019,522,Ahemdabad
Desktop,Central,3382,787,Pune
Desktop,North,979,753,Amreli
Desktop,North,2999,552,Gandhinagar
Smartphone,South,2225,135,Noida
Laptop,South,883,927,Pune
Desktop,East,3732,83,Patan
Laptop,East,1267,405,Ahemdabad
Smartwatch,West,1621,436,Pune
Tablet,South,3069,220,Amreli
Smartwatch,East,2116,855,Gandhinagar
Smartphone,West,1383,189,Noida
Smartphone,North,1337,716,Pune
Desktop,North,2293,327,Patan
Tablet,West,3425,570,Ahemdabad
Smartphone,South,4269,983,Chennai
Smartphone,West,2363,870,Pune
Smartphone,South,1594,191,Amreli
Desktop,North,3674,670,Gandhinagar
Tablet,West,4727,710,Noida
Laptop,Central,1299,381,Pune
Laptop,South,1955,301,Patan
Desktop,East,4669,719,Ahemdabad
Laptop,East,4983,157,Patan
Headphones,North,895,449,Patan
Smartwatch,East,3340,682,Patan
Desktop,East,3974,262,Patan
Desktop,North,4472,169,Ahemdabad
Laptop,South,627,199,Mumbai
Tablet,North,951,77,Kutch
Smartphone,West,2007,136,Bhopal
Desktop,South,2839,549,Pune
Desktop,South,4751,282,Gandhinagar
Smartwatch,South,535,520,Mumbai
Headphones,West,2640,399,Delhi
Headphones,East,4351,847,Bangalore
Laptop,East,2957,785,Hyderabad
Headphones,West,1244,982,Chennai
Tablet,West,1557,160,Delhi
Smartwatch,East,1763,644,Bangalore
Desktop,West,3291,889,Hyderabad
Smartwatch,West,2304,643,Chennai
Smartwatch,South,4806,583,Pune
Smartwatch,South,1920,382,Amreli
Headphones,Central,4821,832,Gandhinagar
Smartwatch,North,3509,980,Noida
Smartphone,Central,2319,230,Pune
Smartwatch,East,789,69,Patan
Smartphone,Central,3896,677,Ahemdabad
Headphones,North,1805,964,Mumbai
Desktop,Central,875,627,Delhi
Smartphone,Central,2782,408,Bangalore
Smartphone,East,2689,166,Hyderabad
Headphones,East,707,984,Chennai
Smartwatch,South,2022,285,Pune
Smartwatch,North,614,445,Amreli
Smartphone,Central,4561,449,Gandhinagar
Laptop,West,1359,473,Noida
Desktop,North,2714,197,Pune
Desktop,North,3892,141,Patan
Tablet,East,2294,757,Ahemdabad
Smartphone,Central,3741,955,Pune
Headphones,South,3345,897,Amreli
Laptop,East,3216,199,Gandhinagar
Desktop,West,2766,310,Noida
Tablet,Central,4451,517,Pune
Laptop,West,1900,892,Patan
Smartphone,South,530,413,Ahemdabad
Smartwatch,North,2071,408,Pune
Laptop,Central,3470,577,Amreli
Smartphone,South,4335,660,Gandhinagar
Smartwatch,East,2355,479,Noida
Headphones,Central,3823,276,Pune
Laptop,East,2770,362,Patan
Laptop,North,4589,860,Ahemdabad
Laptop,East,3440,192,Delhi
Headphones,North,4214,856,Bangalore
Desktop,South,1919,454,Hyderabad
Headphones,Central,2348,107,Chennai
Smartwatch,North,2652,276,Pune
Desktop,West,3533,74,Amreli
Tablet,Central,2651,570,Gandhinagar
Laptop,West,2331,539,Noida
Smartwatch,North,2958,630,Pune
Laptop,Central,1018,133,Patan
Headphones,East,4290,285,Ahemdabad
Laptop,West,4698,674,Patan
Smartwatch,South,3843,348,Patan
Headphones,South,4479,437,Patan
Laptop,North,2491,293,Patan
Tablet,West,4959,379,Ahemdabad
Smartphone,Central,2604,669,Mumbai
Headphones,North,1623,320,Kutch
Desktop,East,1988,912,Bhopal
Smartphone,North,2818,683,Pune
Headphones,East,1516,709,Gandhinagar
Tablet,North,2542,587,Amreli
Desktop,South,1330,835,Rajkot
Headphones,Central,2853,714,Mumbai
Tablet,West,3524,162,Delhi
Desktop,North,1282,373,Bangalore
Headphones,Central,3158,436,Hyderabad
Laptop,North,2366,61,Chennai
Laptop,West,4396,184,Delhi
Headphones,South,4538,954,Bangalore
Tablet,West,2602,462,Hyderabad
Tablet,Central,1100,230,Chennai
Smartphone,South,4786,113,Pune
Desktop,South,4545,952,Amreli
Smartphone,North,4936,837,Gandhinagar
Laptop,Central,2438,190,Noida
Laptop,East,4630,510,Pune
Smartwatch,West,2286,848,Patan
Smartphone,East,4247,722,Ahemdabad
Desktop,North,3687,852,Chennai
Tablet,East,2092,420,Pune
Smartwatch,Central,3625,711,Amreli
Smartphone,East,2830,130,Gandhinagar
Tablet,North,2684,191,Noida
Smartwatch,North,1503,705,Pune
Desktop,East,1314,904,Patan
Laptop,East,1961,334,Ahemdabad
Headphones,South,4163,788,Patan
Laptop,South,4612,587,Patan
Smartwatch,South,4897,776,Patan
Headphones,East,693,293,Patan
Smartphone,West,2096,988,Ahemdabad
Tablet,West,2758,936,Mumbai
Smartphone,South,4576,808,Kutch
Laptop,South,4205,667,Bhopal
Headphones,South,1467,594,Pune
Desktop,West,4859,157,Gandhinagar
Desktop,Central,3324,409,Mumbai
Headphones,Central,1152,850,Delhi
Smartwatch,South,4140,540,Bangalore
Desktop,East,2041,537,Hyderabad
Smartwatch,West,1267,791,Chennai
Smartphone,West,2081,872,Delhi
Smartwatch,East,1756,215,Bangalore
Tablet,Central,2937,972,Hyderabad
Smartphone,East,698,575,Chennai
Headphones,Central,4300,328,Pune
Headphones,East,1062,91,Amreli
Headphones,East,4419,192,Gandhinagar
Tablet,East,2454,155,Noida
Desktop,South,1237,430,Pune
Laptop,North,4225,671,Patan
Laptop,South,2193,578,Ahemdabad
Laptop,South,3752,449,Mumbai
Headphones,North,1929,931,Delhi
Smartphone,North,4481,550,Bangalore
Smartwatch,East,827,107,Hyderabad
Tablet,Central,1484,201,Chennai
Laptop,North,4681,971,Pune
Smartphone,West,2999,663,Amreli
Smartwatch,North,3458,462,Gandhinagar
Laptop,South,3230,255,Noida
Tablet,West,847,108,Pune
Laptop,East,4180,899,Patan
Headphones,South,4564,581,Ahemdabad
Headphones,West,3701,991,Pune
Smartphone,South,2893,406,Amreli
Desktop,West,4706,898,Gandhinagar
Desktop,Central,1004,281,Noida
Desktop,South,3259,816,Pune
Smartphone,North,2537,219,Patan
Laptop,Central,1060,539,Ahemdabad
Laptop,North,1801,994,Pune
Headphones,East,3722,684,Amreli
Tablet,Central,1728,939,Gandhinagar
Headphones,East,2731,968,Noida
Desktop,Central,1656,665,Pune
Headphones,West,3260,181,Patan
Smartwatch,North,2280,568,Ahemdabad
Smartphone,South,846,463,Chennai
Smartphone,North,4130,622,Pune
Smartwatch,East,4463,375,Amreli
Smartphone,Central,4389,51,Gandhinagar
Tablet,West,4495,502,Noida
Desktop,Central,1912,960,Pune
Headphones,South,2505,433,Patan
Laptop,West,2976,714,Ahemdabad
Tablet,North,3389,713,Mumbai
Laptop,North,3890,98,Delhi
Laptop,East,2850,631,Bangalore
Tablet,West,4480,445,Hyderabad
Smartphone,West,4098,164,Chennai
Tablet,South,967,560,Mumbai
Smartphone,West,765,216,Kutch
Laptop,West,2471,611,Patan
Laptop,West,4969,155,Patan
Laptop,South,1883,428,Patan
Desktop,East,2629,978,Patan
Headphones,Central,3649,148,Ahemdabad
Smartphone,Central,1127,760,Mumbai
Smartwatch,South,4800,137,Kutch
Smartphone,East,2279,654,Bhopal
Headphones,North,4164,458,Pune
Smartphone,West,4071,759,Gandhinagar
Desktop,South,3044,748,Amreli
Desktop,East,545,153,Rajkot
Smartwatch,North,2279,515,Noida
Tablet,West,1548,722,Gandhinagar
Tablet,North,2724,271,Rajkot
Laptop,South,532,323,Gandhinagar
Laptop,South,1915,924,Rajkot
Laptop,East,4644,203,Pune
Tablet,Central,4241,899,Amreli
Tablet,South,3208,961,Ahemdabad
Tablet,South,2500,836,Pune
Tablet,North,1536,858,Amreli
Tablet,North,3351,804,Gandhinagar
Tablet,South,911,294,Noida
Tablet,East,3580,194,Pune
Tablet,Central,2334,947,Patan
Smartphone,North,2254,888,Ahemdabad
Smartphone,North,3669,981,Amreli
Tablet,West,869,542,Mumbai
Desktop,West,1610,353,Delhi
Laptop,East,4853,492,Bangalore
Smartwatch,North,1728,931,Hyderabad
Smartphone,East,4493,194,Chennai
Desktop,Central,4712,105,Pune
Headphones,Central,1061,277,Amreli
Smartwatch,East,3139,496,Gandhinagar
Tablet,South,2143,164,Noida
Headphones,North,3356,328,Pune
Smartwatch,East,2834,130,Patan
Smartphone,North,3733,425,Ahemdabad
Smartphone,Central,2048,551,Patan
Tablet,West,1031,994,Patan
Smartphone,West,2198,812,Patan
Desktop,Central,966,366,Patan
Headphones,East,4430,215,Ahemdabad
Laptop,North,2341,467,Mumbai
Smartwatch,East,3253,283,Kutch
Laptop,Central,3919,77,Bhopal
Headphones,East,3362,467,Pune
Tablet,North,3995,394,Gandhinagar
Desktop,East,2732,211,Patan
Smartphone,Central,4671,362,Patan
Headphones,South,945,112,Patan
Tablet,West,3073,71,Patan
Headphones,West,4759,170,Ahemdabad
Headphones,South,2830,114,Mumbai
Tablet,East,4432,607,Kutch
Desktop,West,4708,587,Bhopal
Desktop,West,4097,619,Pune
Desktop,East,938,76,Gandhinagar
Headphones,Central,2978,413,Amreli
Smartwatch,West,2344,589,Rajkot
Smartwatch,Central,3963,939,Mumbai
Laptop,South,2647,790,Kutch
Smartphone,North,4786,65,Patan
Smartphone,Central,1012,997,Patan
Smartwatch,North,2060,55,Patan
Desktop,East,2186,321,Patan
Tablet,West,3822,542,Ahemdabad
Tablet,North,4769,215,Mumbai
Smartphone,North,748,208,Kutch
Smartwatch,North,3342,641,Bhopal
Desktop,South,3851,378,Pune
Smartphone,South,2370,989,Gandhinagar
Headphones,South,4795,718,Amreli
Laptop,Central,2623,413,Rajkot
Smartphone,South,1775,887,Noida
Smartwatch,East,4782,568,Gandhinagar
Smartwatch,West,3842,544,Rajkot
Headphones,West,688,913,Gandhinagar
Desktop,South,4122,613,Rajkot
Tablet,North,1474,539,Pune
Laptop,Central,999,997,Amreli
Headphones,North,1865,493,Ahemdabad
Headphones,Central,4964,364,Pune
Tablet,North,2369,502,Amreli
Smartwatch,South,4413,743,Gandhinagar
Laptop,West,1871,688,Noida
Desktop,East,2797,946,Pune
Desktop,Central,3095,192,Patan
Headphones,South,2563,401,Ahemdabad
Desktop,Central,3723,301,Amreli
Tablet,East,4239,335,Mumbai
Laptop,East,1396,231,Delhi
Smartphone,North,3848,574,Bangalore
Headphones,North,2428,953,Hyderabad
Desktop,West,3831,745,Chennai
Desktop,South,4563,955,Pune
Tablet,West,2150,745,Amreli
Smartwatch,Central,1991,895,Gandhinagar
Laptop,Central,1119,579,Noida
Desktop,South,4257,703,Pune
Laptop,Central,4915,338,Patan
Desktop,East,3790,120,Ahemdabad
Headphones,East,1159,329,Patan
Smartphone,West,4471,548,Patan
Laptop,Central,3696,89,Patan
Smartphone,East,2663,280,Patan
Smartwatch,South,3005,801,Ahemdabad
Tablet,Central,1663,517,Mumbai
Smartwatch,North,1226,877,Kutch
Headphones,North,2079,793,Bhopal
Headphones,West,2182,594,Pune
Tablet,Central,4575,280,Gandhinagar
Laptop,East,4038,762,Mumbai
Tablet,Central,4730,721,Delhi
Smartphone,West,709,202,Bangalore
Smartphone,South,3132,517,Hyderabad
Laptop,South,1749,427,Chennai
Headphones,West,4978,831,Delhi
Tablet,South,4399,693,Bangalore
Smartwatch,West,1149,359,Hyderabad
Desktop,East,1788,358,Chennai
Headphones,South,1642,205,Pune
Desktop,West,3634,732,Amreli
Desktop,East,3526,372,Gandhinagar
Desktop,East,2379,687,Noida
Laptop,North,2690,147,Pune
Laptop,South,4214,685,Patan
Laptop,East,3255,154,Ahemdabad
Desktop,West,4706,946,Mumbai
Laptop,West,1279,522,Delhi
Smartwatch,Central,3511,804,Bangalore
Tablet,East,3265,139,Hyderabad
Smartphone,Central,4448,534,Chennai
Headphones,East,3160,999,Pune
Smartwatch,North,1468,437,Amreli
Tablet,South,2873,431,Gandhinagar
Desktop,West,1588,659,Noida
Smartphone,South,3163,306,Pune
Laptop,Central,2383,111,Patan
Tablet,North,3378,427,Ahemdabad
Laptop,Central,1742,636,Pune
Tablet,West,1157,737,Amreli
Headphones,East,4737,992,Gandhinagar
Smartwatch,West,3783,583,Noida
Laptop,East,3844,369,Pune
Laptop,North,1867,543,Patan
Headphones,North,3702,282,Ahemdabad
Headphones,East,3736,676,Pune
Laptop,West,942,931,Amreli
Smartphone,West,2254,607,Gandhinagar
Desktop,West,2235,554,Noida
Desktop,Central,3102,767,Pune
Smartwatch,East,2997,802,Patan
Desktop,East,2707,374,Ahemdabad
Tablet,West,853,882,Amreli
Tablet,Central,4209,313,Gandhinagar
Laptop,North,2063,394,Noida
Desktop,South,1822,942,Pune
Desktop,West,2028,261,Patan
Desktop,South,1379,880,Ahemdabad
Desktop,East,1830,438,Patan
Desktop,East,2411,721,Patan
Laptop,North,2935,478,Patan
Tablet,Central,710,486,Patan
Desktop,East,4769,733,Ahemdabad
Desktop,West,1097,622,Mumbai
Laptop,East,4103,809,Kutch
Tablet,North,1153,55,Bhopal
Tablet,West,4530,189,Pune
Headphones,West,3408,183,Gandhinagar
Headphones,North,934,656,Patan
Tablet,South,1449,861,Patan
Desktop,West,3492,325,Patan
Smartwatch,West,2132,526,Patan
Smartphone,West,4431,265,Ahemdabad
Smartwatch,North,875,546,Mumbai
Headphones,West,3339,102,Kutch
Tablet,North,4047,143,Bhopal
Headphones,Central,2723,362,Pune
Laptop,South,3758,349,Gandhinagar
Smartphone,Central,2397,82,Amreli
Desktop,South,1434,716,Rajkot
Tablet,Central,4797,852,Mumbai
Smartphone,Central,4871,727,Kutch
Smartphone,East,2557,634,Patan
Smartwatch,South,1622,85,Patan
Headphones,East,4347,617,Patan
Desktop,West,2706,519,Patan
Desktop,East,2075,661,Ahemdabad
Smartphone,West,4389,650,Mumbai
Smartphone,Central,2100,460,Kutch
Smartphone,South,1474,706,Bhopal
