Order_ID,Customer_ID,Product_Category,Product_Name,Quantity,Price_per_Unit,Total_Amount,Order_Date,Payment_Method,Delivery_Status
2062,C0593,Clothing,Sneakers,4,1438,5752,2023-12-20,PayPal,Canceled
2063,C0027,Clothing,Jacket,3,1816,5448,2023-08-05,PayPal,Pending
2064,C0952,Clothing,Sneakers,3,1157,3471,2023-02-08,Credit Card,Pending
2065,C0320,Clothing,Jeans,4,640,2560,2023-05-08,Credit Card,Delivered
2066,C0590,Home,Air Purifier,1,169,169,2023-04-11,PayPal,Delivered
2067,C0694,Beauty,Lipstick,1,458,458,2023-03-26,PayPal,Canceled
2068,C0930,Home,Air Purifier,2,887,1774,2023-06-18,COD,Canceled
2069,C0982,Home,Vacuum Cleaner,1,1036,1036,2023-06-09,COD,Pending
2070,C0385,Beauty,Conditioner,3,533,1599,2023-02-02,Debit Card,Delivered
2071,C0407,Beauty,Conditioner,3,1568,4704,2023-11-17,Debit Card,Canceled
2072,C0965,Electronics,Laptop,3,745,2235,2023-11-17,COD,Delivered
2073,C0733,Home,Microwave,4,767,3068,2023-02-19,PayPal,Delivered
2074,C0204,Toys,Action Figure,1,785,785,2023-01-15,COD,Pending
2075,C0078,Clothing,Jeans,1,1155,1155,2023-09-03,Credit Card,Delivered
2076,C0607,Sports,Dumbbells,1,585,585,2023-08-10,Credit Card,Canceled
2077,C0708,Toys,Dollhouse,1,364,364,2023-01-13,Debit Card,Delivered
2078,C0851,Clothing,Sweater,2,898,1796,2023-10-31,Debit Card,Canceled
2079,C0643,Toys,Board Game,2,139,278,2023-11-17,Credit Card,Delivered
2080,C0249,Toys,Lego Set,3,1970,5910,2023-06-21,PayPal,Delivered
2081,C0105,Electronics,Smartwatch,3,704,2112,2023-05-09,Credit Card,Delivered
2082,C0714,Clothing,Sweater,4,1800,7200,2023-05-07,COD,Delivered
2083,C0792,Home,Air Purifier,5,996,4980,2023-02-25,Credit Card,Delivered
2084,C0309,Toys,Board Game,3,367,1101,2023-08-31,Debit Card,Canceled
2085,C0871,Electronics,Headphones,1,1497,1497,2023-05-03,Debit Card,Canceled
2086,C0701,Home,Vacuum Cleaner,3,667,2001,2023-06-24,COD,Pending
2087,C0615,Sports,Running Shoes,3,42,126,2023-01-28,COD,Pending
2088,C0825,Electronics,Smartwatch,2,1609,3218,2023-06-20,Credit Card,Pending
2089,C0124,Clothing,Jeans,1,1102,1102,2023-09-24,PayPal,Canceled
2090,C0816,Electronics,Tablet,4,1386,5544,2023-05-02,Debit Card,Delivered
2091,C0580,Beauty,Perfume,4,634,2536,2023-02-07,Credit Card,Delivered
2092,C0802,Beauty,Shampoo,4,1519,6076,2023-11-04,COD,Delivered
2093,C0043,Electronics,Tablet,3,464,1392,2023-11-14,Credit Card,Canceled
2094,C0356,Beauty,Conditioner,4,1968,7872,2023-08-13,PayPal,Canceled
2095,C0546,Sports,Treadmill,4,574,2296,2023-02-18,Debit Card,Canceled
2096,C0439,Clothing,Jeans,4,114,456,2023-11-17,Debit Card,Delivered
2097,C0678,Beauty,Shampoo,2,178,356,2023-08-17,PayPal,Delivered
2098,C0380,Sports,Cycling Helmet,1,1736,1736,2023-10-24,Credit Card,Delivered
2099,C0071,Toys,Board Game,2,1809,3618,2023-03-05,Debit Card,Pending
2100,C0519,Beauty,Moisturizer,1,1845,1845,2023-02-13,COD,Pending
2101,C0664,Beauty,Shampoo,2,279,558,2023-02-01,PayPal,Delivered
2102,C0350,Toys,Dollhouse,1,1556,1556,2023-01-18,COD,Delivered
2103,C0013,Clothing,Jeans,4,1143,4572,2023-07-13,Debit Card,Delivered
2104,C0870,Electronics,Tablet,5,1359,6795,2023-06-10,PayPal,Delivered
2105,C0431,Home,Blender,4,1073,4292,2023-12-22,Debit Card,Delivered
2106,C0843,Home,Microwave,5,1538,7690,2023-02-03,Credit Card,Canceled
2107,C0502,Sports,Running Shoes,4,78,312,2023-03-07,COD,Canceled
2108,C0109,Electronics,Laptop,2,937,1874,2023-02-01,PayPal,Delivered
2109,C0444,Beauty,Lipstick,5,1191,5955,2023-08-15,Debit Card,Pending
2110,C0984,Electronics,Smartphone,4,1601,6404,2023-01-29,Debit Card,Delivered
2111,C0371,Sports,Treadmill,3,695,2085,2023-06-04,Credit Card,Canceled
2112,C0651,Electronics,Headphones,5,1340,6700,2023-11-09,COD,Pending
2113,C0913,Sports,Cycling Helmet,1,51,51,2023-11-17,PayPal,Canceled
2114,C0849,Home,Vacuum Cleaner,2,754,1508,2023-08-10,Credit Card,Canceled
2115,C0471,Beauty,Shampoo,4,78,312,2023-02-03,COD,Canceled
2116,C0725,Home,Blender,4,476,1904,2023-02-22,PayPal,Pending
2117,C0157,Toys,Action Figure,1,919,919,2023-12-13,Debit Card,Delivered
2118,C0446,Home,Coffee Maker,4,1222,4888,2023-01-29,Debit Card,Delivered
2119,C0181,Sports,Yoga Mat,4,442,1768,2023-10-14,COD,Canceled
2120,C0752,Electronics,Headphones,1,999,999,2023-01-27,Debit Card,Canceled
2121,C0535,Toys,Dollhouse,1,1373,1373,2023-05-31,Credit Card,Canceled
2122,C0989,Clothing,Jacket,3,1684,5052,2023-07-15,PayPal,Delivered
2123,C0667,Beauty,Shampoo,3,1445,4335,2023-07-25,PayPal,Delivered
2124,C0277,Electronics,Smartwatch,1,1920,1920,2023-02-19,Credit Card,Pending
2125,C0631,Clothing,T-Shirt,5,1515,7575,2023-11-13,Debit Card,Canceled
2126,C0828,Clothing,Jeans,5,850,4250,2023-07-30,PayPal,Delivered
2127,C0942,Beauty,Conditioner,5,1325,6625,2023-04-30,Credit Card,Pending
2128,C0552,Home,Blender,2,1268,2536,2023-11-03,Debit Card,Pending
2129,C0794,Electronics,Smartwatch,3,935,2805,2023-12-04,COD,Pending
2130,C0496,Sports,Running Shoes,5,892,4460,2023-11-16,COD,Delivered
2131,C0477,Home,Vacuum Cleaner,5,1038,5190,2023-01-06,Debit Card,Canceled
2132,C0447,Home,Microwave,5,1665,8325,2023-08-21,COD,Delivered
2133,C0846,Electronics,Headphones,1,974,974,2023-07-16,COD,Canceled
2134,C0749,Clothing,Sweater,4,859,3436,2023-08-26,Credit Card,Delivered
2135,C0607,Clothing,Sneakers,2,1402,2804,2023-08-08,Debit Card,Pending
2136,C0275,Clothing,Sweater,4,1430,5720,2023-11-14,Debit Card,Canceled
2137,C0331,Sports,Running Shoes,3,1558,4674,2023-11-14,Debit Card,Canceled
2138,C0873,Beauty,Shampoo,4,59,236,2023-02-21,Debit Card,Pending
2139,C0252,Toys,Board Game,2,1645,3290,2023-06-23,COD,Canceled
2140,C0851,Toys,Board Game,5,1747,8735,2023-11-30,PayPal,Delivered
2141,C0958,Electronics,Tablet,5,1179,5895,2023-12-12,COD,Delivered
2142,C0089,Clothing,T-Shirt,1,1706,1706,2023-01-14,COD,Pending
2143,C0286,Electronics,Headphones,1,130,130,2023-08-21,PayPal,Delivered
2144,C0903,Home,Microwave,2,875,1750,2023-09-22,PayPal,Delivered
2145,C0462,Toys,Lego Set,5,1126,5630,2023-06-18,COD,Delivered
2146,C0250,Beauty,Shampoo,4,70,280,2023-10-28,Debit Card,Pending
2147,C0769,Beauty,Shampoo,4,431,1724,2023-04-09,COD,Delivered
2148,C0476,Clothing,Jacket,2,1571,3142,2023-02-25,Credit Card,Canceled
2149,C0584,Electronics,Headphones,1,1572,1572,2023-02-22,Credit Card,Canceled
2150,C0625,Clothing,Sweater,4,1916,7664,2023-01-07,COD,Pending
2151,C0685,Toys,Lego Set,3,981,2943,2023-11-01,Debit Card,Canceled
2152,C0389,Clothing,Sweater,2,1200,2400,2024-01-01,Credit Card,Canceled
2153,C0345,Clothing,Sweater,3,1728,5184,2023-02-04,PayPal,Delivered
2154,C0030,Sports,Dumbbells,3,1388,4164,2023-10-31,Debit Card,Pending
2155,C0507,Sports,Running Shoes,1,1915,1915,2023-04-10,Debit Card,Delivered
2156,C0872,Clothing,Jeans,5,255,1275,2023-10-21,Debit Card,Canceled
2157,C0333,Sports,Yoga Mat,2,867,1734,2023-03-06,Debit Card,Canceled
2158,C0187,Toys,Board Game,5,1987,9935,2023-11-23,COD,Pending
2159,C0500,Clothing,T-Shirt,4,959,3836,2023-09-18,COD,Delivered
2160,C0218,Electronics,Headphones,4,1520,6080,2023-05-12,Credit Card,Delivered
2161,C0364,Electronics,Smartwatch,2,876,1752,2023-07-01,PayPal,Canceled
2162,C0817,Home,Microwave,1,547,547,2023-08-04,PayPal,Pending
2163,C0265,Clothing,Jeans,4,1212,4848,2023-09-04,Debit Card,Pending
2164,C0349,Home,Vacuum Cleaner,4,71,284,2023-11-14,COD,Delivered
2165,C0287,Clothing,Sweater,5,1106,5530,2023-08-16,COD,Delivered
2166,C0902,Toys,Action Figure,4,1820,7280,2023-04-06,Credit Card,Canceled
2167,C0611,Electronics,Laptop,1,1971,1971,2023-05-05,Debit Card,Delivered
2168,C0719,Home,Air Purifier,4,1417,5668,2023-03-12,COD,Canceled
2169,C0902,Toys,Puzzle,4,1427,5708,2023-01-23,PayPal,Pending
2170,C0283,Electronics,Smartphone,3,588,1764,2023-01-31,COD,Pending
2171,C0570,Home,Microwave,1,1260,1260,2023-03-07,PayPal,Canceled
2172,C0011,Beauty,Shampoo,4,64,256,2023-06-09,COD,Pending
2173,C0530,Beauty,Conditioner,1,377,377,2023-10-27,Credit Card,Delivered
2174,C0971,Electronics,Smartwatch,1,706,706,2023-08-12,Credit Card,Canceled
2175,C0196,Sports,Cycling Helmet,4,398,1592,2023-09-20,COD,Canceled
2176,C0088,Electronics,Tablet,4,539,2156,2023-11-30,PayPal,Canceled
2177,C0248,Sports,Running Shoes,1,342,342,2023-07-03,PayPal,Delivered
2178,C0738,Home,Vacuum Cleaner,5,1159,5795,2023-06-09,Credit Card,Delivered
2179,C0417,Sports,Treadmill,5,1358,6790,2023-10-26,Debit Card,Canceled
2180,C0501,Clothing,Jacket,1,1438,1438,2023-10-05,PayPal,Canceled
2181,C0569,Clothing,Jacket,1,964,964,2023-03-16,PayPal,Canceled
2182,C0777,Toys,Puzzle,5,238,1190,2023-03-17,COD,Canceled
2183,C0247,Beauty,Shampoo,5,1038,5190,2023-08-29,COD,Pending
2184,C0708,Electronics,Headphones,3,1308,3924,2023-06-08,Debit Card,Delivered
2185,C0488,Beauty,Moisturizer,5,1368,6840,2023-11-05,PayPal,Canceled
2186,C0662,Clothing,Jacket,5,713,3565,2023-06-25,COD,Canceled
2187,C0729,Toys,Puzzle,2,1197,2394,2023-05-30,Debit Card,Pending
2188,C0503,Electronics,Smartphone,4,787,3148,2023-07-08,Debit Card,Delivered
2189,C0459,Toys,Board Game,3,1817,5451,2023-01-05,Debit Card,Delivered
2190,C0812,Sports,Yoga Mat,3,1855,5565,2023-09-23,Credit Card,Delivered
2191,C0018,Toys,Puzzle,1,200,200,2023-10-28,Debit Card,Pending
2192,C0096,Home,Blender,2,419,838,2023-12-03,COD,Delivered
2193,C0302,Beauty,Perfume,4,244,976,2023-12-14,PayPal,Delivered
2194,C0227,Beauty,Perfume,3,1928,5784,2023-03-16,COD,Pending
2195,C0415,Sports,Yoga Mat,5,854,4270,2023-01-30,COD,Delivered
2196,C0709,Toys,Board Game,5,97,485,2023-05-02,COD,Pending
2197,C0250,Beauty,Perfume,5,426,2130,2023-09-17,Debit Card,Pending
2198,C0314,Electronics,Smartwatch,4,1298,5192,2023-10-14,COD,Canceled
2199,C0680,Sports,Dumbbells,3,1070,3210,2023-01-28,PayPal,Pending
2200,C0596,Toys,Lego Set,4,940,3760,2023-08-05,PayPal,Canceled
2201,C0378,Clothing,Jeans,1,317,317,2023-06-26,COD,Pending
2202,C0485,Sports,Yoga Mat,1,1240,1240,2023-04-11,Debit Card,Pending
2203,C0567,Beauty,Conditioner,2,366,732,2023-04-13,Credit Card,Pending
2204,C0544,Toys,Board Game,1,1715,1715,2023-11-24,Debit Card,Delivered
2205,C0353,Home,Microwave,3,678,2034,2023-04-14,COD,Delivered
2206,C0436,Electronics,Smartphone,3,947,2841,2023-02-05,PayPal,Delivered
2207,C0764,Clothing,Sweater,3,1049,3147,2023-06-24,Credit Card,Pending
2208,C0564,Toys,Puzzle,5,1988,9940,2023-04-07,COD,Delivered
2209,C0339,Home,Microwave,5,386,1930,2023-12-08,COD,Canceled
2210,C0361,Toys,Dollhouse,3,1302,3906,2023-09-01,COD,Delivered
2211,C0720,Home,Blender,1,164,164,2023-12-22,COD,Delivered
2212,C0465,Beauty,Conditioner,1,14,14,2023-12-21,PayPal,Delivered
2213,C0278,Beauty,Conditioner,2,1413,2826,2023-08-28,Credit Card,Pending
2214,C0314,Electronics,Smartwatch,4,1821,7284,2023-11-04,PayPal,Delivered
2215,C0258,Beauty,Perfume,2,361,722,2023-12-21,PayPal,Pending
2216,C0237,Beauty,Shampoo,4,812,3248,2023-06-19,Credit Card,Delivered
2217,C0124,Clothing,Jacket,1,1151,1151,2023-10-24,COD,Pending
2218,C0739,Electronics,Smartwatch,3,283,849,2023-10-17,Credit Card,Canceled
2219,C0198,Electronics,Laptop,5,1289,6445,2023-06-21,Debit Card,Delivered
2220,C0324,Electronics,Headphones,2,126,252,2023-11-12,PayPal,Pending
2221,C0123,Toys,Action Figure,2,1899,3798,2023-06-03,PayPal,Delivered
2222,C0761,Beauty,Lipstick,1,1387,1387,2023-08-03,COD,Canceled
2223,C0549,Home,Air Purifier,4,561,2244,2023-06-18,Credit Card,Pending
2224,C0974,Clothing,Sneakers,2,1654,3308,2023-03-25,Debit Card,Pending
2225,C0781,Sports,Cycling Helmet,4,1300,5200,2023-02-23,Credit Card,Delivered
2226,C0707,Toys,Action Figure,2,1324,2648,2023-08-21,COD,Delivered
2227,C0190,Home,Air Purifier,3,1078,3234,2023-01-22,PayPal,Canceled
2228,C0197,Toys,Dollhouse,1,1853,1853,2023-09-11,PayPal,Canceled
2229,C0222,Electronics,Smartphone,4,375,1500,2023-04-23,COD,Delivered
2230,C0757,Electronics,Tablet,1,1669,1669,2023-01-02,Debit Card,Pending
2231,C0496,Toys,Action Figure,5,620,3100,2023-11-24,PayPal,Canceled
2232,C0284,Clothing,Sneakers,1,450,450,2023-04-25,PayPal,Canceled
2233,C0742,Beauty,Conditioner,4,48,192,2023-12-21,COD,Delivered
2234,C0604,Sports,Dumbbells,4,1932,7728,2023-04-28,PayPal,Pending
2235,C0779,Clothing,T-Shirt,5,949,4745,2023-08-27,Debit Card,Pending
2236,C0538,Home,Vacuum Cleaner,5,28,140,2023-11-16,PayPal,Canceled
2237,C0612,Clothing,Sweater,2,1872,3744,2023-04-20,Debit Card,Delivered
2238,C0290,Home,Microwave,4,934,3736,2023-05-03,Credit Card,Pending
2239,C0103,Beauty,Perfume,1,521,521,2023-09-04,Credit Card,Delivered
2240,C0853,Sports,Cycling Helmet,5,1339,6695,2023-06-19,PayPal,Delivered
2241,C0199,Beauty,Perfume,1,280,280,2023-07-12,COD,Delivered
2242,C0304,Home,Vacuum Cleaner,5,778,3890,2023-04-16,COD,Pending
2243,C0233,Home,Vacuum Cleaner,4,1739,6956,2023-07-24,PayPal,Canceled
2244,C0370,Toys,Board Game,5,96,480,2023-04-05,COD,Canceled
2245,C0184,Home,Air Purifier,4,465,1860,2023-01-04,PayPal,Delivered
2246,C0310,Toys,Dollhouse,5,533,2665,2023-07-05,PayPal,Pending
2247,C0015,Sports,Dumbbells,2,1443,2886,2023-01-06,COD,Pending
2248,C0726,Sports,Cycling Helmet,5,1627,8135,2023-02-07,Credit Card,Pending
2249,C0547,Home,Air Purifier,2,1401,2802,2023-07-03,Debit Card,Delivered
2250,C0130,Electronics,Laptop,2,1799,3598,2023-01-16,PayPal,Canceled
2251,C0281,Beauty,Moisturizer,1,1731,1731,2023-10-12,PayPal,Canceled
2252,C0047,Sports,Running Shoes,4,310,1240,2023-02-28,COD,Canceled
2253,C0998,Electronics,Tablet,5,1800,9000,2023-03-14,Credit Card,Delivered
2254,C0056,Toys,Puzzle,5,935,4675,2023-05-29,Credit Card,Delivered
2255,C0567,Beauty,Lipstick,3,1070,3210,2023-08-14,Credit Card,Canceled
2256,C0300,Home,Air Purifier,5,1933,9665,2023-04-10,COD,Canceled
2257,C0715,Toys,Dollhouse,4,851,3404,2023-11-20,COD,Pending
2258,C0967,Clothing,T-Shirt,4,1977,7908,2023-10-27,COD,Delivered
2259,C0130,Clothing,T-Shirt,5,886,4430,2023-07-04,Credit Card,Delivered
2260,C0654,Electronics,Headphones,2,835,1670,2023-01-23,COD,Delivered
2261,C0890,Beauty,Conditioner,3,1598,4794,2023-01-16,Debit Card,Delivered
2262,C0771,Sports,Running Shoes,4,845,3380,2023-04-12,Credit Card,Delivered
2263,C0503,Home,Microwave,3,160,480,2023-04-12,Credit Card,Canceled
2264,C0106,Clothing,Sneakers,3,1200,3600,2023-05-26,COD,Pending
2265,C0894,Home,Microwave,4,1682,6728,2023-03-31,COD,Pending
2266,C0013,Beauty,Lipstick,2,286,572,2023-04-23,Credit Card,Pending
2267,C0588,Toys,Lego Set,2,1958,3916,2023-05-15,Debit Card,Canceled
2268,C0292,Home,Vacuum Cleaner,4,1248,4992,2023-03-31,COD,Canceled
2269,C0481,Sports,Cycling Helmet,5,387,1935,2023-06-23,Credit Card,Pending
2270,C0491,Clothing,Jeans,5,1164,5820,2023-10-11,Debit Card,Pending
2271,C0452,Sports,Yoga Mat,3,32,96,2023-05-06,COD,Pending
2272,C0349,Beauty,Shampoo,5,825,4125,2023-04-02,COD,Pending
2273,C0189,Electronics,Headphones,3,1952,5856,2023-04-11,COD,Canceled
2274,C0989,Sports,Running Shoes,5,845,4225,2023-01-12,Credit Card,Delivered
2275,C0053,Clothing,T-Shirt,2,1837,3674,2023-04-01,Credit Card,Pending
2276,C0259,Home,Coffee Maker,2,1259,2518,2023-05-15,PayPal,Pending
2277,C0964,Sports,Running Shoes,2,1356,2712,2023-02-21,Debit Card,Canceled
2278,C0883,Clothing,Sweater,5,1883,9415,2023-01-11,Credit Card,Canceled
2279,C0490,Toys,Puzzle,3,1630,4890,2023-12-13,PayPal,Pending
2280,C0117,Toys,Puzzle,3,517,1551,2023-03-12,Debit Card,Pending
2281,C0842,Clothing,Sneakers,2,1549,3098,2023-07-14,COD,Pending
2282,C0067,Sports,Cycling Helmet,2,1781,3562,2023-12-02,Debit Card,Pending
2283,C0411,Beauty,Conditioner,5,1064,5320,2023-02-26,PayPal,Delivered
2284,C0504,Beauty,Shampoo,5,933,4665,2023-06-23,PayPal,Delivered
2285,C0076,Sports,Yoga Mat,3,772,2316,2023-04-18,COD,Pending
2286,C0591,Beauty,Perfume,1,626,626,2023-06-06,PayPal,Pending
2287,C0645,Electronics,Laptop,3,531,1593,2023-08-22,Debit Card,Delivered
2288,C0703,Sports,Yoga Mat,5,110,550,2023-05-03,Credit Card,Delivered
2289,C0055,Sports,Treadmill,4,1843,7372,2023-07-09,Debit Card,Pending
2290,C0156,Sports,Yoga Mat,5,205,1025,2023-07-10,Credit Card,Pending
2291,C0153,Home,Vacuum Cleaner,5,1245,6225,2023-12-05,COD,Pending
2292,C0831,Sports,Yoga Mat,4,1575,6300,2023-03-29,COD,Delivered
2293,C0577,Sports,Dumbbells,5,326,1630,2023-09-27,PayPal,Delivered
2294,C0972,Clothing,Jeans,3,30,90,2023-11-16,Debit Card,Delivered
2295,C0312,Electronics,Smartphone,4,1846,7384,2023-08-11,Debit Card,Canceled
2296,C0088,Electronics,Tablet,1,619,619,2023-12-31,Debit Card,Delivered
2297,C0255,Electronics,Headphones,5,1914,9570,2023-02-03,COD,Delivered
2298,C0122,Beauty,Lipstick,1,1730,1730,2023-03-02,Debit Card,Canceled
2299,C0572,Sports,Dumbbells,1,1969,1969,2023-03-15,COD,Delivered
2300,C0783,Home,Vacuum Cleaner,4,1756,7024,2023-03-08,Debit Card,Delivered
2301,C0427,Electronics,Tablet,2,1507,3014,2023-04-08,Debit Card,Delivered
2302,C0621,Sports,Dumbbells,1,455,455,2023-04-09,Credit Card,Delivered
2303,C0611,Home,Blender,1,44,44,2023-09-30,PayPal,Canceled
2304,C0810,Clothing,Sweater,2,1672,3344,2023-07-13,PayPal,Pending
2305,C0634,Sports,Cycling Helmet,3,668,2004,2023-12-22,Debit Card,Canceled
2306,C0232,Clothing,Sweater,2,972,1944,2023-07-11,Credit Card,Delivered
2307,C0795,Clothing,Jacket,3,1221,3663,2023-06-12,PayPal,Delivered
2308,C0536,Sports,Running Shoes,3,900,2700,2023-11-03,Debit Card,Pending
2309,C0390,Toys,Board Game,2,1715,3430,2023-08-08,Debit Card,Pending
2310,C0462,Toys,Dollhouse,1,618,618,2023-11-22,Debit Card,Pending
2311,C0931,Clothing,T-Shirt,3,617,1851,2023-05-06,Debit Card,Delivered
2312,C0454,Electronics,Tablet,2,1281,2562,2023-01-24,PayPal,Pending
2313,C0305,Toys,Action Figure,5,123,615,2023-11-12,Debit Card,Delivered
2314,C0881,Sports,Yoga Mat,1,488,488,2023-10-28,COD,Pending
2315,C0603,Home,Vacuum Cleaner,3,73,219,2023-04-07,COD,Canceled
2316,C0440,Sports,Cycling Helmet,4,883,3532,2023-10-02,Debit Card,Delivered
2317,C0313,Beauty,Conditioner,1,1940,1940,2023-05-31,PayPal,Canceled
2318,C0583,Electronics,Smartwatch,5,1941,9705,2023-03-18,PayPal,Delivered
2319,C0636,Home,Microwave,5,1864,9320,2023-06-17,PayPal,Canceled
2320,C0062,Sports,Cycling Helmet,2,266,532,2023-05-07,Debit Card,Delivered
2321,C0625,Sports,Running Shoes,5,1896,9480,2023-01-28,COD,Canceled
2322,C0984,Electronics,Tablet,4,833,3332,2023-11-19,Debit Card,Canceled
2323,C0758,Sports,Yoga Mat,2,1810,3620,2023-05-24,PayPal,Pending
2324,C0102,Electronics,Smartphone,5,980,4900,2023-03-06,Credit Card,Pending
2325,C0971,Toys,Board Game,3,513,1539,2023-09-18,PayPal,Delivered
2326,C0782,Toys,Lego Set,1,928,928,2023-10-27,Debit Card,Delivered
2327,C0213,Sports,Cycling Helmet,4,847,3388,2023-09-08,PayPal,Canceled
2328,C0641,Electronics,Smartwatch,4,891,3564,2023-04-18,Credit Card,Delivered
2329,C0217,Sports,Treadmill,4,993,3972,2023-02-11,Debit Card,Canceled
2330,C0271,Clothing,Sneakers,3,1749,5247,2023-08-29,Debit Card,Delivered
2331,C0677,Electronics,Tablet,5,517,2585,2023-12-06,COD,Pending
2332,C0084,Home,Coffee Maker,1,537,537,2023-11-11,COD,Canceled
2333,C0161,Electronics,Laptop,1,661,661,2023-02-03,PayPal,Delivered
2334,C0246,Clothing,Jacket,3,1354,4062,2023-03-27,Debit Card,Pending
2335,C0178,Clothing,Jeans,2,1362,2724,2023-09-18,PayPal,Delivered
2336,C0566,Sports,Treadmill,5,1751,8755,2023-07-18,Debit Card,Delivered
2337,C0077,Beauty,Perfume,4,36,144,2023-11-27,Debit Card,Canceled
2338,C0161,Electronics,Headphones,2,1013,2026,2023-09-18,COD,Delivered
2339,C0003,Beauty,Lipstick,3,1325,3975,2023-07-11,COD,Pending
2340,C0419,Clothing,Jacket,5,1026,5130,2023-09-13,PayPal,Pending
2341,C0462,Home,Blender,5,472,2360,2023-09-23,COD,Delivered
2342,C0706,Beauty,Perfume,5,1561,7805,2023-08-26,PayPal,Delivered
2343,C0609,Sports,Yoga Mat,2,1988,3976,2023-04-02,COD,Delivered
2344,C0482,Electronics,Laptop,2,1433,2866,2023-06-14,COD,Pending
2345,C0299,Home,Microwave,3,1534,4602,2023-12-31,Credit Card,Canceled
2346,C0034,Sports,Running Shoes,4,1489,5956,2023-07-11,Credit Card,Delivered
2347,C0238,Electronics,Smartwatch,2,416,832,2023-09-27,Debit Card,Pending
2348,C0296,Sports,Cycling Helmet,1,406,406,2023-12-22,PayPal,Delivered
2349,C0724,Clothing,Jeans,2,92,184,2023-09-05,Debit Card,Delivered
2350,C0290,Clothing,Sneakers,2,1508,3016,2023-09-11,PayPal,Pending
2351,C0720,Clothing,Sneakers,5,1754,8770,2023-08-31,PayPal,Pending
2352,C0881,Home,Air Purifier,1,1743,1743,2023-05-18,PayPal,Canceled
2353,C0465,Beauty,Moisturizer,4,1136,4544,2023-10-25,Debit Card,Pending
2354,C0073,Sports,Dumbbells,1,1606,1606,2023-07-25,Credit Card,Pending
2355,C0704,Home,Coffee Maker,4,893,3572,2023-11-23,PayPal,Pending
2356,C0240,Electronics,Headphones,3,1545,4635,2023-10-26,Debit Card,Delivered
2357,C0947,Sports,Cycling Helmet,5,1783,8915,2023-11-29,COD,Pending
2358,C0271,Clothing,T-Shirt,3,655,1965,2023-01-19,COD,Delivered
2359,C0807,Electronics,Smartphone,2,1426,2852,2023-04-17,Credit Card,Delivered
2360,C0811,Beauty,Shampoo,2,668,1336,2023-04-23,PayPal,Canceled
2361,C0641,Electronics,Smartwatch,5,156,780,2023-04-14,PayPal,Delivered
2362,C0604,Beauty,Perfume,3,1891,5673,2023-08-20,Debit Card,Delivered
2363,C0678,Toys,Puzzle,1,1757,1757,2023-05-01,Credit Card,Delivered
2364,C0824,Home,Blender,3,999,2997,2023-07-22,COD,Canceled
2365,C0957,Toys,Action Figure,4,1978,7912,2023-04-22,Credit Card,Pending
2366,C0203,Toys,Action Figure,2,1779,3558,2023-06-06,Debit Card,Delivered
2367,C0436,Sports,Running Shoes,1,720,720,2023-08-06,Credit Card,Pending
2368,C0118,Electronics,Tablet,2,730,1460,2023-07-13,Debit Card,Canceled
2369,C0558,Beauty,Lipstick,3,1999,5997,2023-10-20,Credit Card,Canceled
2370,C0231,Home,Blender,5,1249,6245,2023-03-22,Credit Card,Canceled
2371,C0664,Electronics,Smartwatch,1,1637,1637,2023-07-11,COD,Pending
2372,C0153,Home,Microwave,5,12,60,2023-05-11,PayPal,Pending
2373,C0931,Home,Air Purifier,3,1125,3375,2023-10-09,PayPal,Pending
2374,C0273,Toys,Lego Set,4,1502,6008,2023-02-13,Debit Card,Canceled
2375,C0847,Toys,Lego Set,5,667,3335,2023-03-10,PayPal,Pending
2376,C0146,Beauty,Moisturizer,5,565,2825,2023-02-13,PayPal,Canceled
2377,C0074,Toys,Puzzle,3,813,2439,2023-06-01,PayPal,Pending
2378,C0062,Toys,Board Game,1,519,519,2023-08-16,COD,Pending
2379,C0170,Sports,Dumbbells,3,1897,5691,2023-09-23,PayPal,Delivered
2380,C0812,Beauty,Perfume,5,1334,6670,2023-06-30,Credit Card,Delivered
2381,C0315,Beauty,Shampoo,2,15,30,2023-04-28,Debit Card,Delivered
2382,C0610,Electronics,Tablet,2,33,66,2023-10-26,Debit Card,Canceled
2383,C0767,Sports,Yoga Mat,5,1837,9185,2023-01-22,Credit Card,Delivered
2384,C0845,Electronics,Tablet,1,663,663,2023-08-27,PayPal,Pending
2385,C0583,Home,Blender,5,1115,5575,2023-09-20,Credit Card,Delivered
2386,C0944,Home,Blender,2,1568,3136,2023-11-15,PayPal,Canceled
2387,C0296,Clothing,Sweater,4,1900,7600,2023-06-22,Debit Card,Delivered
2388,C0450,Toys,Puzzle,5,316,1580,2023-08-07,Credit Card,Canceled
2389,C0128,Clothing,Jacket,5,1657,8285,2023-08-19,PayPal,Pending
2390,C0480,Sports,Dumbbells,4,1404,5616,2023-08-28,PayPal,Delivered
2391,C0706,Clothing,Sweater,1,793,793,2023-08-10,PayPal,Pending
2392,C0312,Beauty,Lipstick,3,1581,4743,2023-07-29,COD,Pending
2393,C0717,Toys,Lego Set,2,498,996,2023-07-08,COD,Pending
2394,C0413,Sports,Treadmill,2,1884,3768,2023-09-12,Credit Card,Pending
2395,C0966,Sports,Running Shoes,3,827,2481,2023-06-12,Credit Card,Pending
2396,C0279,Toys,Board Game,3,1296,3888,2023-05-20,Debit Card,Delivered
